"カメラやレンズで撮影できる範囲。レンズの先端から被写体までの距離。(eg, m） 接写では、「ワーキングディスタンス」と言う。","The range of distances at which a camera or lens can focus (eg, m). In the case of macro photography, this is referred to as the working distance."
ピントを合わせるために使用するレンズのリング,A ring on the lens used for adjusting focus.
フォーカスモードの1つ。レンズから m 以上離れた被写体にピントを合わせることができ、通常AF よりも速くピントが合う,An autofocus mode in which the camera focuses on objects   m or more from the lens. Faster than other autofocus modes.
デジタル一眼レフカメラのファインダー内に設けられている、ピント合わせのためのスクリーンのこと,"A membrane in the viewfinder on which the view through the camera lens is displayed, used to adjust focus."
接写やクローズアップの時、カメラ全体を前後に動かし、正確で微妙なピント合わせをスムーズに行うことが可能。,"A camera tripod mount that sits on a set of rails, allowing the camera to be smoothly moved backward and forward for precise, fine control of focus. This term may be used as a proper noun in restricted contexts with a product number when used as a proper noun, it appears in title case (Focusing Stage)."
パソコンのメモリー上にある、ファイルや他のフォルダーを格納するための領域を表わすコンピューター用語,A generic computer term for an identifiable area of storage in the computer memory that can contain other folders or files.
動画の長さ,A segment of a movie.
Frame Per Secondの略語。シャッターボタンを押している間、カメラが一秒あたりに何コマ撮影できるかの単位。,"An abbreviation of frames per second, a measure of how many photographs can be taken per second while the shutter release button is held down in continuous mode or the number of movie frames recorded per second in movie mode."
構図を決めること,To compose a photograph.
画像や動画の最小構成要素。四角の枠。,The area of the scene visible through the camera lens a photograph one of a series of images making up a movie a square border.
ファインダーや液晶モニターに被写体や再生画像が表示されるときに、肉眼で確認できる倍率のこと,The amount of the frame visible in the viewfinder or monitor.
スライドショーで1こまを表示する長さ。インターバルタイマーでのインターバル。,The time each slide is displayed in a slide show the time between shots in interval timer photography.
動画の画像サイズ,The size of the individual images making up a movie.
連続撮影モードでシャッターボタンを押している間、１秒間に撮影できる動画のフレーム数。または動画モードで記録可能なフレーム数。,A measure of how many photographs can be taken per second while the shutter release button is held down in continuous mode or the number of movie frames recorded per second in movie mode.
撮影時に構図を決める手助けとなるように表示される、格子状のガイド,A grid displayed to assist the user in framing photographs.
撮影時に構図を決めるために、（モニター）ボタンを押して表示する格子状のガイド,An grid or outline superimposed on the view through the lens to serve as a guide to composition.
カメラに装着していないレンズ、またはコンバーターの先端を保護するカバー,A cover for the end of a lens or converter that does not attach to the camera.
フォーカルプレーン式シャッターの 枚のシャッター幕の一つで、シャッター動作時に、先に走行し始める幕のこと,The shutter that begins moving first in a two shutter focal plane shutter device.
先幕シャッターが開くのと同時にフラッシュを光らせること,A mode in which the flash is synchronized to fire as the shutter opens.
液晶モニター全体に再生画像を表示するモード,A playback mode in which photographs are displayed full frame in the monitor.
撮影中、常にピント合わせを繰り返すオートフォーカスモード。動きのある被写体の撮影に適している,An autofocus mode in which the camera continuously adjusts focus during shooting. Best suited to moving subjects.
FVはFlash Valueの略語。フラッシュの調光量を固定することで、同じ調光量を維持したまま撮影できる機能のこと。,"An abbreviation for flash value lock, a feature that allows flash output to be locked at the metered value."
コンピュータ・ネットワークにおいて、異なる媒体や通信プロトコルを使用する他のネットワークと接続するために使われるコンピュータまたはソフトウェアの総称,A computer or network that controls access to another computer or network.
例文：ピントが合った場所のAF エリア表示とAF 表示が、緑色に点灯します。,"Example When the subject is in focus, the active focus area and focus indicator (@) glow green."
GPS機器とカメラを接続するケーブル,"A cable for connecting a Global Positioning System device. This term may be used as a proper noun in restricted contexts with a product number  when used as a proper noun, it appears in title case (GPS Cable)."
質感のざらつき。小さな粒が見えること。,"Granular in texture, with visible constituent particles."
撮影時に構図を決める手助けとなるようにビューファインダー表示される、格子状のガイド,A set of orthogonal lines which are superimposed over the view in the viewfinder or monitor to assist in composing photographs.
格子状のガイドのパターン,Arranged orthogonally.
カメラのフラッシュ発光の光量を示す指標のこと。値が大きいほど光量が大きいことを示している。,"A measurement of the power of a flash number, usually measured in terms of distance (ie, feet or metres)."
手に巻き付けるタイプのストラップ。この用語は、を指すときのみ固有名詞として使用可。,"A strap intended to be worn around the hand. This term may be used as a proper noun in restricted contexts with a product number  when used as a proper noun, it appears in title case (Hand Strap)."
カメラをしっかりと持つために設計されたグリッド部,A part of the camera designed to be held in the hand.
感度が高いこと,High ISO sensitivity.
メニューをハイライトすること,To place the cursor on a menu item or other element of a graphical user interface.
画像の明るい部分,A brighter element in an image.
外部電源パック（用）。単 アルカリ乾電池または単 形ニカド電池（を除く）または単 形ニッケル水素電池（を除く）本を収納して使用する。,"An external battery pack for series and  flash units. It takes six AA batteries, which may be alkaline or (with the exception of the )  or . This term may be used as a proper noun in restricted contexts with a product number  when used as a proper noun, it appears in title case (High Performance Battery Pack)."
画像内のピクセルが持つ明るさ（強度）の分布を示したグラフ。横軸が明るさ、縦軸が各強度でのピクセル数を表す。,"A graph showing the distribution of pixels of differing brightnesses in an image. The horizontal axis gives the brightness, the vertical axis the number of pixels."
例文：リチャージャブルバッテリーEN EL には、ニコン純正品であることを示すホログラムシールが貼られています。,Example Holographic seal Identifies this device as an authentic Nikon product.
個人の自宅に配備した無線LAN,A wireless local area network intended for home use.
カメラに外付けの別売スピードライト（フラッシュ）を直接取り付けるための接続端子,A terminal for direct connection of optional flash units.
無線LANを利用したインターネットへの接続サービスを利用出来る場所を指し、他に「公衆無線LAN」、「アクセスポイント」あるいは無線LANスポット、 フリースポットと呼ぶ場合もある,"A wireless hot spot or hotspot is a wireless access point intended for use by the general public, often found in restaurants or on university campuses."
ニッケル水素の単 形充電池。,"A cylindrical nickel metal hydride  rechargeable battery mm long and mm in diameter. The IEC identifier for  batteries of these dimensions is HR."
色の三属性のひとつで、赤、青、黄、緑などといった色合いのこと。色の三属性は、色相、明度と彩度である。,"One of three attributes (brightness, saturation, and hue) used to model color. Hue may be defined as the attribute that makes red red as opposed to green or purple."
IEC規格。国際電気標準会議が制定する電気および電子技術分野の国際規格,An international electrotechnical standard defined by the International Electrotechnical Association.
カメラで撮影され、電子的に保存された静止画のこと。,A still image made with a camera and then stored digitally.
撮影した画像が改ざんされていないかどうかを識別するニコンのソフトウェア,Nikon software that alerts users to modifications made to a photograph after it is taken.
ニコンが開発した画像センサーに付着したゴミをとるための機能。ゴミのない状態の画像と比較し、ゴミに相当する部分を削除することができる。,A Nikon technology used to remove dark spots on images caused by dust on the image sensor. A reference image is taken to map the location of the dust on the cameras image sensor and is used by software to remove defects caused by the dust in the image.
記録する画像の仕上がり（色の鮮やかさや輪郭の強調度合いなど）を撮影シーンや好みに合わせて設定すること,"The process of modifying data from the image sensor to enhance contrast, hue, sharpness, etc, before the image is recorded to the memory card."
JPEG圧縮で起こる画像の劣化を抑える割合。圧縮率が低いほど画質は高くなる。,The degree to which an image has avoided the degradation caused by JPEG compression. Lower compression ratios produce less degraded (higher quality) images.
撮影直後に液晶モニターに撮影した画像を表示するかどうかを選択するメニュー,An option that allows photographs to automatically be displayed in the monitor after shooting.
レンズから入ってきた光を電気信号に変換する電子部品のことである。デジタルカメラを中心として、デジタル画像の撮影に用いられている。撮像素子は光情報を記録可能な形式に変換するという点で、フィルム式カメラ（銀塩カメラ）のフィルムに相当する機能の一部を果たしている。撮像素子の表面には無数の受光素子が隙間なく並んでおり、レンズを通じて光を感知した受光素子は光を電気へ変換する。撮像素子そのものはモノクロであり、原色フィルターや補色フィルターなどのカラーフィルタを通すことによって色を再現することが可能となっている。撮像素子の代表的な種類としては、CCDイメージセンサーやCMOSイメージセンサーなどがある。,"A device that converts light to electrical signals (if the sensor is in a camera, it converts the light that enters via the lens to electrical signals). Image sensors are used in digital photography, primarily as part of digital cameras. Insofar as they convert light into a recordable format, they perform one of the roles that would in film cameras be performed by film. The surface of an image sensor is covered with countless light receptors packed side by side with no space between them, which convert light from the lens into electricity. Without primary and complementary color filters, the output from the sensor would be monochrome these filters allow the device to reproduce color. The most common types of image sensor are charge coupled devices (CCDs) and CMOS (complementary metal oxide semiconductor) sensors."
画像の輪郭をシャープにする機能,A process for increasing the visibility of outlines in an image.
画像のサイズ。単位はピクセル。,The dimensions of an image in pixels.
フラッシュ撮影により発生した「赤目」を自動的に検出してカメラ内でデジタル処理により軽減する機能,A Nikon term for an in camera algorithm that processes images to reduce red eye.
音声や画像の録音時につけるマーカー,A marker in an audio or video recording.
音声や画像につけるマーカーの番号,The number of a marker in an audio or video recording.
音声や画像につけるマーカーの場所,The position of a marker in an audio or video recording.
一枚のページに画像をサムネイルでプリントする方法。,A printout listing all images in the current folder as small thumbnail images.
例文：説明のため、すべての表示を点灯させています。,Example The following indicators may appear in the monitor during shooting and playback (actual display varies with current camera settings).
カメラの状態を示すランプ、LED,A status light or LED.
撮影情報画面のグラフィックデザインでフォーマットを選択するためのメニュー。さまざまなフォーマットをこのメニューから選択できる。,"The graphic design of the shooting information display and the menu item used to choose a format. A number of different formats can be selected from this menu (in the case of the, two designs are available)."
ファインダー内のアイコン。ピントの状態を表示するアイコン。,An indicator that appears when the camera is in focus.
リモコンの信号を受信する装置,A device that receives infrared signals.
無線LANアクセスポイントを介して通信を行う方式のこと,A wireless connection mode for infrastructure networks.
画像補間方式。デジタルズームを行なう際に、光学ズームで撮影した画像をデジタル処理によって拡大すること。光学ズームと比べて画像の劣化が生じる,"Interpolation is a method of constructing new data from existing data. Using a mathematical process, data is sampled allowing a larger image to be created."
設定した時間ごとに自動的に撮影する機能,An automated mode in which the camera takes photographs at predetermined intervals.
設定した時間ごとに自動的に撮影する機能,An automated mode in which the camera takes photographs at predetermined intervals.
導入部分。使用説明書では、本体の説明に入る前に必要な情報を記載する部分。,Thing introduced preliminary explanatory matter prefixed to a book or lecture formal presentation of one person to another.
デジタルカメラが感じ取る事が出来る光の量の大小を表す数値,A scale for measuring the speed of color film used in digital cameras to indicate the camera sensitivity to light.
シャッタースピード、絞り、フラッシュの組み合わせで画像の露出を測定、制御するニコン特有の用語,"A Nikon term for a proprietary system for the measurement and control of image exposure through a combination of shutter speed, aperture and flash power."
バランス調光。マルチパターンによる測光情報をもとに主要被写体と背景光のバランスを考慮したバランス調光を行う。,"A method of metering flash output and ambient light, ensuring that both the background and the subject are correctly exposed."
例文：絞りを開く（絞り値を小さくする）ことによって草花や人物の背景をぼかして撮影する,Example Large apertures (low ) soften background details.
Liquid Crystal Displayの略語。,Liquid Crystal Display
光を屈折させて発散または集束させるための光学素。写真レンズには、多くの場合絞りと焦点調節機構が組み込まれている。,Photographic item that focuses the light from the scene to an image  or film. Lenses consist of several lens elements and an aperture diaphragm.
コンバーターなどをカメラで使用するためにレンズ先端に取り付けるリング,A ring placed on a lens to allow a converter to be attached.
カメラの絞りを調節するためのレンズについているリング,Aperture ring for lens.
レンズのキャップ。,A removable lens cover.
レンズとカメラ間でデータを送受信するための接点,A signal contact used for the exchange of data between the lens and the camera.
レンズのカバー,A lens cover that can not be removed from the camera.
レンズの焦点を合わせるためのリング。,A ring on the lens used to adjust focus.
レンズにかぶせるフード。レンズを保護するほかに、画像に悪影響を及ぼす光線をカットし、ゴーストやフレアを減少させ、画像のコントラストを向上させる効果がある。フードによって物理的な衝撃からレンズを守ることもできる。,"A device that shades the lens, preventing flaring and ghosting and improving contrast. Hoods also protect the lens from physical shocks."
各部名称。レンズ交換式の光学機器において、レンズとボディーを接続する部分。ニコンFマウント は口径 mm、 . mm。日本光学工業最初の一眼レフニコンF以来現在も機械寸法的には全く変わっておらず、  年近くの長期に渡ってニコンの一眼レフに採用され続けているマウント。反時計回りにレンズを回して装着する。,"In cameras with interchangeable lenses, the part of the camera to which the lens attaches. Nikon F mounts have an opening with a diameter of  mm and a flange back distance of  mm. This mount, the mechanical measurements of which have not changed at all since the first Nikon F series SLR camera, has been used throughout the almost fifty year history or Nikon SLR cameras. Lenses are rotated counterclockwise to attach them to an F mount."
レンズを取り付ける基準面。レンズを取り付ける面からセンサー面までの距離のことを ックという。,The surface on which the lens is mounted. The distance between the mounting flange and the focal plane is the flange back distance (FBD).
カメラ本体にレンズを取り付ける際の補助となるカメラまたはレンズ上の指標。,From the camera glossary A mark on the lens or camera that assists in attaching the lens to the camera body.
レンズ前面の取り外し可能のリング。,A ring that attaches to the end of the lens.
レンズに内蔵されたモーター,A motor built in to the lens.
写真レンズ内に振動ジャイロ機構を備えた補正レンズを組み込み、ブレを打ち消す方向に補正レンズを動かす事によって光軸を補正する。これにより受光面（フィルムやイメージセンサー）に到達する光の動きを抑えることで手ぶれを軽減させる。電子式手振れ補正よりも画質劣化が少ない。,"A type of vibration reduction in which gyroscopes stabilize the light axis by moving the lens in to cancel out the effects of camera movement, minimizing the movement of light over the film or image sensor and producing less image degradation than electronic vibration reduction."
レンズを取り外すときに使用するボタン。,A button that allows the user to detach the lens.
「末永くご使用いただくために」の英語版。日本語はない。,A section of the manual listing websites where additional information on Nikon products can be found.
偏光とは特定の向きの光の波の事で、偏光フィルターはこの特定角度の偏光を消去することが出来る。リニアとサーキュラーの二種類がある。,"A type of filter that eliminates selected angles of linear polarized light, which is light in which the waves oscillate in a single direction."
別売スピードライトの。カメラからスピードライトが不用意に外れることを防止する。,"A safety lock pin for locking an optional flash unit in place, preventing it from being accidentally dislodged from the camera."
遅いシャッタースピードで撮影すること。シャッターボタンを1回押して露光を開始し、再度押して終了する撮影方法（バルブ）。,A photograph taken at a very slow shutter speed or at a setting that allows the shutter to stay open between two presses of a button (bulb).
レンズをを介して、または直接、ボディに逆向きに装置するリング。等倍以上の拡大撮影では、レンズを逆向きで使用するとより高い性能を発揮します。,"Placed on a bellows attachment or directly on the camera, this adapter ring allows lenses to be reversed for macro photography. Reversing the lens improves image quality at magnifications greater than . This term may be used as a proper noun in restricted contexts with a product number (BR A) when used as a proper noun, it appears in title case (Macro Adapter Ring)."
フォーカスモードの1つ。花や虫など小さな被写体の近接撮影に使用する,The optical setting that allows for a low subject to camera distance.
小さな被写体を接写撮影するための手軽な台。のレール先端に取り付け、を垂直に立てて使用する。 ％標準反射板のほか、アクリル乳白板も付属していて透過照明による撮影も可能。,"A simple specimen stand for close ups of small objects. The stand is mounted at the end of the rail for the  bellows attachment with the bellows perpendicular to the stand. In addition to a standard % reflective panel, the stand comes with a translucent white acrylic panel for transmissive lighting. This term may be used as a proper noun in restricted contexts with a product number  when used as a proper noun, it appears in title case (Macro Copy Stand)."
マクロ機能付きのズームレンズ,A zoom lens with a macro function.
画像を拡大する倍率,The number of times an image is magnified.
ファインダー像を拡大するアイピース,An eyepiece adapter that magnifies the display in the viewfinder.
手引書または取扱説明書。ある条件に対応する方法を知らない者（初心者）に対して、その対応方法を示し教えるための文書。,A book describing the operation of a device.
情報画面のアイコン。マニュアルでフラッシュの発光量を調節した場合に表示される。,An indicator that appears when the flash is being controlled manually.
手動でシャッタースピードと絞りを選択して、ピントを合わせるモード,A mode in which the user selects shutter speed and aperture manually.
明るさのデータに基づいて、露出を決めるモードのこと。画面をいくつかのエリアに分割して、それぞれのエリアから得られたデータに基づいて最適な露出を算出する測光方式が用いられており、逆光などの悪条件でも比較的適正な露出が得られる。また、中央部重点測光に比べると、その精度は高いといわれる。,"A metering method that calculates the correct exposure based on the brightness of the subject. The frame is divided into several areas and optimal exposure calculated on the basis of data from each area, producing improved results with backlighting and other difficult lighting and improved precision when compared to center weighted metering."
ファインダースクリーンの種類,A type of viewfinder screen.
メカニカルシャッターとCCD 電子シャッターの併用。機械式のフォーカルプレーンシャッターと、撮像素子を電気的に調整することでシャッター速度をコントロールする電子シャッターを併用するシャッターの仕様,A device that combines a mechanical focal plane shutter with electronic control of the image sensor to determine shutter speed.
例文：中倍率,Example Medium magnification
データを一時的に保持するために用意された内蔵メモリー,A built in device that temporarily stores data from the camera image sensor before it is recorded to the memory card.
記憶媒体としてフラッシュメモリを採用しているカード型の記憶装置,A removable flat and rectangular device for storing data.
カメラがメモリーカードにアクセスしていることを示すランプ,An indicator that lights when the camera is accessing the memory card.
メモリーカードを挿入するスロット。,The void in the camera body where a memory card may be installed.
例文：バッテリー SDカードカバー,"Example Battery chamber memory card slot cover"
ディスプレイ上に表示される選択肢のこと。ユーザは、メニューの選択肢の中から処理したい項目を選択することによって、その処理を行うことができる。,A list of options in a user interface. The user selects on option from the list to perform an action.
ディスプレイ上に表示される選択肢のこと。ユーザは、メニューの選択肢の中から処理したい項目を選択することによって、その処理を行うことができる。,An option in the menus. The user selects an option to perform an action.
カメラが、露出を合わせるために被写体の明るさを測る方法のこと,The method that the camera uses to measure brightness and set exposure.
レンズの種類,A type of lens.
マイクロフォンの略。音声を電気信号に変換することによって、録音できる。,A device for converting sound waves into electronic signals.
一眼レフカメラの動作。ミラーは通常被写体からファインダーに光を拡散し、フィルムまたはイメージセンサーに光が当たるように露光中瞬間的に開くが、このミラーを開いたままにしている状態。,"The act of raising the mirror that normally directs light from the camera lens into the viewfinder, and keeping the mirror in this position to allow inspection of the image sensor."
シャッターをきる前にミラーを上げておくこと,The act of raising the mirror before the shutter is released.
カメラ上面にあるダイヤル。回して撮影時のモードを切り換える。,A control for selecting among shooting modes.
モードを選択する装置,A control for selecting among different modes.
の機能で、や などのスピードライトからの光がどのように被写体を照射するかプレビューできる。スピードライトが起動すると、1秒間低出力のフラッシュが数回照射される。,"A option in the Creative Lighting System which allows the user to preview how the light from a flash unit (ie etc) will affect the subject. When activated the flash unit will emit several low intensity flashes over a period of one second."
送信機と受信機で1組。シリーズ・シリーズ・（別売 付）をワイヤレスでコントロール可能。,"A set consisting of a transmitter and a receiver for wireless remote control of series, series, and (with optional ) cameras. This term may be used as a proper noun in restricted contexts with a product number when used as a proper noun, it appears in title case (Modulite Remote Control Set)."
規則正しい模様を重ね合わせたとき、画素が相互に干渉することによりできる周期的な縞状のパターン,"A French loanword describing the visual effect where a false pattern appears within an image, caused by the intersection of closely spaced lines."
液晶の素子を組み込んだ画像やメニューなどを表示する装置,"A color LCD display on the body of the camera in which photographs, menus, and other information are displayed."
液晶モニターの明るさメニューで液晶モニターの明るさを調節できる,Menu item. Adjust the brightness on LCD monitor.
画像や情報を表示する装置,A device for displaying images or information the information so displayed.
半押しタイマーが切れるまでの時間,The delay before the monitor turns off automatically.
モノクロームの略語。白黒、又は、単色を指す。,A representation or reproduction in black and white or in varying tones of only one color.
白黒写真用カラーフィルターを通して撮影したときのような効果が得られる画像処理オプション,An image processing option that mimics the effects of color filters used with monochrome film.
例文：シャッタースピードが約 秒より低速になったり、高感度で撮影すると画像にノイズが入ることがあります。あらかじめノイズ低減 をするにしておくと、このノイズを低減できます。,"Example Photographs taken at high sensitivities or at shutter speeds of s or slower can be processed to reduce noise in the form of mottling or randomly spaced, brightly colored pixels."
装着する。マウントする。,To attach.
カメラにレンズを取り付ける際に指標となるマーク。,A mark on the surface of the adapter ring which indicates correct alignment
例文：動画を撮影する 再生する,Example Movies
動画再生時に表示されるガイド,An icon displayed when movies are played back.
データ用やビデオ用など、さまざまな端子に対応したコネクター,"An electronic connector with multiple contacts that is used for various signals such as data, video etc"
カメラ背面にある、上下左右ボタンと中央のOKボタンの組み合わせ。メニューの操作や再生画像の選択、撮影時のフラッシュ／フォーカスモード／セルフタイマーの切り換えなどの操作に使用する,A control mechanism usually placed on the rear surface of a camera and operated by the thumb. The multi selector provides four way directional control and may also have a fifth switch at the center position.
多重露出とは、カメラ撮影で、同じフィルムのコマに 回以上写してしまうこと。または、同じ印画紙に つ以上の写真を焼き付けること。デジタルカメラの場合、複数の撮影画像を自動的に合成する機能を指す。,"A series of photographs (exposures) superimposed over one another. In a film camera, this effect is achieved by exposing two successive images on a single frame of film or by exposing two frames in a single print. In a digital camera, the effect is achieved by digitally superimposing one image on another."
など リチャージャブルバッテリー を1個または 個、または単 形電池本で使用できるマルチパワーバッテリーパックです。 縦位置の撮影に便利なシャッターボタン、メインコマンドダイヤル、サブコマンドダイヤル、AF作動ボタンを装備しています。,"Not, as the name suggests, a battery pack with multiple powers or that supplies power at multiple voltages or , but a battery pack that allows the camera to be used with multiple power sources one or two   batteries or six AA batteries. It comes equipped with its own shutter release button, command dials, and AF ON button for shooting photographs in tall (portrait) orientation. This term may be used as a proper noun in restricted contexts with a product number such as  when used as a proper noun, it appears in title case (Multi Power Battery Pack)."
muvee Technologies社の商標名,A trade name used by the muvee Technologies company of Singapore.
液晶モニター内に表示される画像全体を縮小表示するウィンドウ,"A small window displayed when an image is zoomed in. The navigation window shows the entire image, with a small frame indicating the portion of the image currently displayed."
RAW形式で撮影したデータ。ニコンではNEFと呼ぶ。,Pictures recorded in NEF (RAW) format.
"Nik Software, が開発したソフトウェア","Software authored by Nik Software, "
年に命名されたニコンのレンズの名称,A trademark name for Nikon lenses implying a certain (high) quality standard.
株式会社ニコンのブランド名,Nikon brand
ニコン製のスピードライトとカメラの組み合わせで実現するスピードライト制御システム,A system that is designed to offer the photographer the opportunity to illuminate a scene with a combination of ambient light and flash units.
ニコンが提供するインターネット上でアルバム風のWebサイトを作成できるサービス,A Nikon service for creating photo album websites.
ニコン製品の販売店、正規代理店,A retailer or repair shop that Nikon deems qualified to inspect or repair Nikon products and perform such services as installing camera firmware.
ニコン製品の販売店、正規代理店,A technician that Nikon deems qualified to inspect or repair Nikon products and perform such services as installing camera firmware.
ニコン製品の販売店、正規代理店,A representative or a retailer or repair shop that Nikon deems qualified to inspect or repair Nikon products and perform such services as installing camera firmware.
高感度撮影時や、長時間露光時に発生するデータの乱れ。ノイズが発生すると、画像にざらつきがでたり、実際にはない色が出ることがある。,"Noise in the form of randomly spaced, brightly colored pixels tends to appear in pictures taken at slow shutter speeds. Particularly noticeable in dark areas of the picture."
シャッタースピードが遅くなるときに発生するノイズを低減する機能,Function and menu name to reduce the noise to appear in pictures taken at slow shutter speeds.
CPU接点を持たないレンズで、カメラにレンズ情報を送信することはできない。,A lens not equipped with CPU contacts and which can not supply information to the camera.
メモリーカードに記録できる画像の枚数,The number of additional photographs that can be recorded to the memory card at current settings.
連続撮影が可能なコマ数。,The number of additional photographs that can be recorded to the memory card at current settings.
カメラからフラッシュを離して撮影すること,Flash photography using flash units not mounted on the camera.
人物をより美しく撮影するための機能で、「顔認識AF」「アドバンスト赤目軽減機能」「ライティング」の 種類の技術の総称,"A mode that incorporates the following automatic settings for recording portraits face priority AF, advanced red eye reduction, and Lighting."
無線LANの認証方式の1つ。無線LAN端末からは資格情報無しに無線LANアクセスポイントに認証依頼を行い、無線LANアクセスポイントは依頼された認証をそのまま受け入れる。そのため、基本的には認証は行われていない。,"A method for connecting to wireless networks that requires no meaningful authentication. Access points do not require credentials when accepting authentication requests from clients, meaning in essence that no authentication is provided."
デジタルカメラのズーム機能の一つで、通常のカメラと同様にイメージセンサーとレンズの間の焦点距離を変化させることによって広角・望遠を切り替える方式のこと。,A method of changing the field of view of a camera by progressively optically enlarging the centre of the image.
ニコンから販売されているスピードライト（フラッシュ）で、カメラに標準装備されないもの,A flash unit available separately from Nikon.
適正露出値よりも露出過多の状態。光を当て過ぎて、写真が白く（明るくなり過ぎに）なった状態。,"To allow too much light into the camera, producing photographs in which details are lost to glare."
同じ被写体を二度以上露光すること。また、一コマの中に複数の画像を映し込むこと。,The Nikon name for a process which allows the superimposition of two or more images.
最終的に１枚のパノラマ写真を作成するために、カメラを１方向に動かしながら複数の画像を撮影すること,"Rotate the camera horizontally (about a vertical axis) with the possible intention of creating a set of photographs that are invisibly joined to capture a wide vista (panorama), or to follow the path of a moving subject."
パノラマ写真。パノラマ写真とは、広い範囲を撮影した写真。レンズの方向を変えながら連続的に撮影する。,A landscape picture that has a wide field of view and usually has a elongated form.
PCレンズの機能に加えて、レンズ系を傾けること ( ティルト ) によってピントの合う範囲をコントロールする機能を持っているレンズ,A PC (shift) lens that also uses tilt to increase the focusing range.
パソコンからカメラをコントロールしていることを示すアイコン,An icon displayed when the camera is controlled from a computer.
レンズ系をフィルム面と平行に移動 ( シフト ) することによって遠近感を変化させ、像の歪みを補正・強調できるレンズ,"A type of lens that can be shifted parallel to the focal plane, reducing or increasing the effects of perspective."
画像の再生時に表示される、撮影日時やファイル名などの情報のこと。非表示にすることできる,Information about a photograph displayed in playback mode.
"撮影すること。shoot, take a picture",To take photographs.
例文：フラッシュの発光が禁止されている美術館などで撮影するときに使用します,Example Take pictures in museums or where flash photography is prohibited.
写真。プリント。,A photographic print produced by a commercial print center.
デジタルカメラとプリンターのメーカー各社が相互接続を保証するもので、デジタルカメラの画像をパソコンを介さずプリンターで直接プリントするための標準規格,A proprietary name for a type of connection in which images can be printed directly from the camera without the use of a computer to manage the printing process and optimize print quality. PictBridge is the industry standard for direct printing of images and allows a user to print directly from a PictBridge compatible digital camera connected via a cable to a PictBridge compatible printer without the use of a computer.
撮影した画像と、選択した音楽、画像効果を自動的に組み合わせてBGM付きスライドショーを作成する機能,Automatically places selected pictures in a slide show using a style and background music selected by the user.
撮影した画像と、選択した音楽、画像効果を自動的に組み合わせてBGM付きスライドショーを作成する機能,"A feature developed by Muvee technologies, that automatically creates professional looking slide shows of images and movies. A choice of music and transitions are available."
カメラで撮影され、電子的に保存された静止画のこと。 例文：画像を送信するときは、スマートフォンをカメラの近くに置いて、アプリを起動してください。,"A still picture made with a camera and then stored digitally. Example Before uploading pictures, place the smart device close to the camera and launch the  app."
カメラ内の画像を一括して「my」へ送信、保存できるオンラインストレージ機能。パソコンを介さず無線LANで送信、保存できる。,"An online photo storage service, part of my."
に転送した画像,Pictures stored in Picture Bank.
撮影画面の対角線の長さ。,A line drawn diagonally across an image sensor from one corner to another.
撮影した画像を「my」にアップロードすると同時に、カメラから直接指定したメールアドレスに画像を送信する機能,An email service that allows pictures uploaded to my to be mailed to addresses selected with the camera.
ニコン製ソフトウェア,A Nikon software product
テレコンバーターや望遠レンズを使った撮影で、画像の周辺付近の線が内側に丸くゆがむ現象。四角い被写体が、糸巻きのようにゆがんで写る,"A form of optical distortion. This effect causes straight lines in image to appear bow inwards, towards the centre of the image."
ズームレンズの長い側において発生する歪みで外側から中央に向かって凹んだように見える。,"A form of optical distortion. This effect causes straight lines in image to appear bow inwards, towards the center of the image."
デジタル画像の最小単位で、色情報（色調や階調）を持つ画素のこと,The smallest element of a digital image. Pixels carry color information.
動画再生の機能をコントロールするアイコン,Icons used to control the playback of a movie or audio recording.
Pictmotionで音楽を優先するか、画像を優先するか設定する画面,An option controlling the length of a Pictmotion slide show.
再生する画像を含んだフォルダーを指定する機能,The folder containing the images that are being played back.
Pictmotionで画像を再生する順序,The order of pictures in a Pictmotion slide show.
撮影した画像を拡大して表示する。ピント状態を確認するのに便利,The act of zooming in on a picture displayed during playback.
電池のプラス端子,The connector for the anode of a battery.
専用のパワーブラケット。グリップタイプのスピードライトのように使用できます。スピードライトの充電時間は約半分になり、発光回数は約 倍に増加します。,"A power bracket for the , and , allowing them to be used as grip type flash units. The time need to charge the flash is cut roughly in half and the number of times the flash can be used approximately doubled. This term may be used as a proper noun in restricted contexts with a product number  when used as a proper noun, it appears in title case (Power Bracket Unit)."
電源を供給するケーブル,A cable supplying electrical power to the camera.
カメラとACアダプターを接続するためのコネクター,A terminal that connects the camera to an AC adapter.
カメラのバッテリー室にAC アダプターキットを装着するときに、AC アダプターのコードを通すための切り欠き部分のカバー,A cover that allows the passage of the power cable for an AC adapter kit inserted in the camera battery chamber.
電源を供給するためのコード,A cord for supplying electrical power. Power cable is preferred.
バッテリーの消耗を抑えるモード,A mode that reduces the drain on the battery.
電源のオンとオフを切り替えるスイッチ,A switch that can turn the camera on and off
対応クールピクスとの組み合わせ時、レンズの焦点距離に合わせて照射角が自動的にセットされます。,The zoom head position is automatically adjusted to match the lens focal length when the  is used with COOLPIX cameras compatible with.
通電しており、すぐに使用できることを示すランプ,An indicator lamp which lights when the device is powered and ready for immediate use
